Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,Player Reference,Season,League
Malachi Flynn,PG,25,DET,6,61,100%,,,,,-15.7,-7.4,4,0,1,1,2,0,22,0,2,flynnma01,2023-2024,NBA
Simone Fontecchio,SF,28,TOT,57,1357,,,77%,23%,,-1.8,3.3,24,16,44,7,22,4,199,5,30,fontesi01,2023-2024,NBA
Simone Fontecchio,SF,28,UTA,50,1160,,,90%,10%,,-0.1,4.5,23,14,38,7,19,3,172,4,21,fontesi01,2023-2024,NBA
Simone Fontecchio,SF,28,DET,7,197,,,4%,96%,,-11.7,-3.5,1,2,6,0,3,1,27,1,9,fontesi01,2023-2024,NBA
Jordan Ford,PG,25,SAC,6,22,100%,,,,,28.1,28.3,1,0,0,0,0,0,6,0,0,fordjo01,2023-2024,NBA
Trent Forrest,SG,25,ATL,20,210,26%,70%,4%,,,-16.2,-15.5,6,4,13,0,2,2,103,0,3,forretr01,2023-2024,NBA
Evan Fournier,SG,31,TOT,9,151,,21%,78%,1%,,-17.4,-12.6,6,1,7,0,3,0,16,0,4,fournev01,2023-2024,NBA
Evan Fournier,SG,31,NYK,3,39,,12%,88%,,,-17.1,-21.5,0,0,3,0,1,0,6,0,0,fournev01,2023-2024,NBA
Evan Fournier,SG,31,DET,6,112,,24%,75%,1%,,-17.5,-9.5,6,1,4,0,2,0,10,0,4,fournev01,2023-2024,NBA
De'Aaron Fox,PG,26,SAC,51,1818,100%,,,,,1.6,4.9,75,48,60,7,142,18,702,36,51,foxde01,2023-2024,NBA
Javon Freeman-Liberty,PG,24,TOR,2,4,60%,40%,,,,-103.6,-100.5,0,0,0,0,0,0,0,0,0,freemja01,2023-2024,NBA
Alex Fudge,SF,20,LAL,4,14,,,,100%,,-71.3,-71.0,0,1,0,0,1,0,0,0,1,fudgeal01,2023-2024,NBA
Markelle Fultz,PG,25,ORL,23,541,72%,28%,,,,1.7,0.9,16,8,17,4,11,1,186,5,17,fultzma01,2023-2024,NBA
Daniel Gafford,C-PF,25,TOT,52,1324,,,,2%,98%,-6.9,3.6,20,16,124,14,66,14,163,14,28,gaffoda01,2023-2024,NBA
Daniel Gafford,C,25,WAS,45,1192,,,,,100%,-7.6,4.1,16,13,109,13,59,14,150,10,24,gaffoda01,2023-2024,NBA
Daniel Gafford,PF,25,DAL,7,132,,,,17%,83%,0.2,-1.0,4,3,15,1,7,0,13,4,4,gaffoda01,2023-2024,NBA
Danilo Gallinari,PF-SF,35,TOT,35,504,,,4%,21%,75%,-7.2,1.6,4,9,26,1,30,2,113,6,6,gallida01,2023-2024,NBA
Danilo Gallinari,PF,35,WAS,26,385,,,,13%,88%,-11.3,-1.5,3,7,20,1,17,2,76,3,4,gallida01,2023-2024,NBA
Danilo Gallinari,SF,35,DET,6,90,,,7%,48%,45%,10.6,19.6,0,1,5,0,11,0,31,2,2,gallida01,2023-2024,NBA
Danilo Gallinari,SF,35,MIL,3,29,,4%,42%,55%,,-8.7,-12.8,1,1,1,0,2,0,6,1,0,gallida01,2023-2024,NBA
Darius Garland,PG,24,CLE,34,1107,100%,,,,,4.6,-1.3,62,26,14,7,55,9,490,11,27,garlada01,2023-2024,NBA
Usman Garuba,PF,21,GSW,3,8,,,,22%,78%,-29.4,-31.6,0,0,2,0,0,0,2,0,1,garubus01,2023-2024,NBA
Luka Garza,C,25,MIN,14,40,,,,14%,86%,0.4,-7.1,0,2,5,0,5,4,4,0,3,garzalu01,2023-2024,NBA
Kaiser Gates,SF,27,NOP,1,7,,,,100%,,-12.5,-16.9,0,0,0,0,0,0,0,0,1,gateska01,2023-2024,NBA
Keyonte George,PG,20,UTA,53,1341,90%,11%,,,,-6.2,-6.4,71,24,19,6,66,18,550,14,37,georgke01,2023-2024,NBA
Paul George,PF,33,LAC,52,1758,,,4%,85%,11%,10.0,13.7,58,21,65,17,77,15,451,22,37,georgpa01,2023-2024,NBA
Taj Gibson,PF,38,NYK,16,165,,,,8%,92%,-6.2,-11.0,0,2,17,3,1,0,22,0,1,gibsota01,2023-2024,NBA
Josh Giddey,SG,21,OKC,57,1409,1%,62%,32%,6%,,7.4,-2.7,61,32,38,8,43,1,603,12,53,giddejo01,2023-2024,NBA
Harry Giles,C,25,BRK,16,81,,,,43%,57%,-4.7,-1.6,2,2,12,2,8,0,14,3,1,gilesha01,2023-2024,NBA
Shai Gilgeous-Alexander,PG,25,OKC,57,1964,99%,1%,,,,12.1,11.5,54,41,77,11,206,8,949,58,57,gilgesh01,2023-2024,NBA
Anthony Gill,PF,31,WAS,31,173,,,4%,22%,74%,18.6,30.5,8,5,7,2,6,0,33,0,3,gillan01,2023-2024,NBA
Collin Gillespie,PG,24,DEN,19,161,100%,,,,,0.5,-4.2,5,0,7,2,5,0,36,2,3,gilleco01,2023-2024,NBA
Jacob Gilyard,PG,25,MEM,37,654,100%,,,,,-12.4,-7.6,24,3,16,0,1,2,327,1,5,gilyaja01,2023-2024,NBA
Rudy Gobert,C,31,MIN,57,1906,,,,,100%,9.8,7.0,20,25,82,29,119,10,180,25,46,goberru01,2023-2024,NBA
Jordan Goodwin,PG,25,TOT,43,642,96%,5%,,,,-1.1,-3.7,20,9,27,1,10,2,213,3,19,goodwjo01,2023-2024,NBA
Jordan Goodwin,PG,25,PHO,40,558,97%,3%,,,,-1.6,-5.7,17,8,24,1,9,2,181,3,16,goodwjo01,2023-2024,NBA
Jordan Goodwin,PG,25,MEM,3,84,87%,13%,,,,2.4,9.1,3,1,3,0,1,0,32,0,3,goodwjo01,2023-2024,NBA
Aaron Gordon,PF,28,DEN,53,1662,,,,91%,9%,9.6,12.4,30,22,62,15,99,6,412,31,39,gordoaa01,2023-2024,NBA
Eric Gordon,SG,35,PHO,49,1460,14%,47%,39%,,,3.0,0.0,32,14,34,6,25,2,256,6,31,gordoer01,2023-2024,NBA
Devonte' Graham,PG,28,SAS,12,99,98%,2%,,,,11.4,20.7,3,0,3,0,4,0,44,2,1,grahade01,2023-2024,NBA
Jerami Grant,PF,29,POR,50,1706,,,41%,54%,5%,-10.6,-2.9,43,44,64,14,129,13,352,24,60,grantje01,2023-2024,NBA
A.J. Green,SG,24,MIL,38,352,17%,69%,15%,,,2.5,-1.7,2,2,16,0,1,4,50,1,1,greenaj01,2023-2024,NBA
Danny Green,SG,36,PHI,2,18,,50%,50%,,,-3.0,-6.3,0,0,1,0,0,0,2,0,0,greenda02,2023-2024,NBA
Draymond Green,PF,33,GSW,33,879,,,4%,84%,12%,4.6,3.8,58,9,51,12,21,23,470,5,14,greendr01,2023-2024,NBA
Jalen Green,SG,21,HOU,58,1757,14%,83%,4%,,,-3.7,-9.2,51,58,41,9,117,3,461,33,80,greenja05,2023-2024,NBA
Jeff Green,PF,37,HOU,56,937,,,7%,69%,24%,-1.9,-2.6,8,5,47,19,59,3,121,15,10,greenje02,2023-2024,NBA
Josh Green,SG,23,DAL,46,1266,,39%,58%,2%,,-0.2,-2.3,28,13,40,9,18,27,282,4,26,greenjo02,2023-2024,NBA
AJ Griffin,SF,20,ATL,18,132,,6%,64%,28%,2%,-8.6,-7.1,3,2,3,0,1,0,11,0,2,griffaj01,2023-2024,NBA
Quentin Grimes,SG,23,TOT,48,975,,83%,17%,1%,,-0.3,-4.9,12,8,39,0,19,3,148,5,13,grimequ01,2023-2024,NBA
Quentin Grimes,SG,23,NYK,45,910,,83%,16%,1%,,1.2,-4.3,11,6,35,0,18,3,127,5,13,grimequ01,2023-2024,NBA
Quentin Grimes,SG,23,DET,3,65,,81%,19%,,,-21.7,-13.6,1,2,4,0,1,0,21,0,0,grimequ01,2023-2024,NBA
Mouhamadou Gueye,PF,25,TOR,1,6,,,,100%,,30.8,34.1,0,0,1,0,0,0,0,0,0,gueyemo01,2023-2024,NBA
Mouhamed Gueye,PF,21,ATL,2,4,,,,100%,,-144.4,-142.9,0,0,1,0,0,0,0,0,0,gueyemo02,2023-2024,NBA
Rui Hachimura,PF,25,LAL,46,1138,,,36%,57%,7%,3.9,7.4,9,13,31,8,47,3,119,10,23,hachiru01,2023-2024,NBA
Ashton Hagans,PG,24,POR,7,84,100%,,,,,-20.2,-11.0,3,2,5,0,2,0,19,0,3,haganas01,2023-2024,NBA
Tyrese Haliburton,PG,23,IND,47,1507,95%,5%,,,,5.7,8.0,85,13,29,4,74,6,1303,32,45,halibty01,2023-2024,NBA
R.J. Hampton,PG,22,MIA,8,76,91%,9%,,,,9.2,8.6,3,0,6,0,1,0,20,0,1,hamptrj01,2023-2024,NBA
Tim Hardaway Jr.,SF,31,DAL,56,1652,,11%,68%,21%,,-0.5,-3.8,26,18,38,6,59,35,238,18,23,hardati02,2023-2024,NBA
James Harden,PG,34,LAC,52,1804,67%,33%,,,,8.6,10.2,79,38,52,13,103,6,1003,21,30,hardeja01,2023-2024,NBA
Jaden Hardy,SG,21,DAL,53,797,11%,69%,20%,,,-5.1,-8.6,19,12,37,6,26,11,207,6,20,hardyja02,2023-2024,NBA
Ron Harper Jr.,PF,23,TOR,1,4,,,,100%,,-112.5,-109.4,0,0,1,0,0,0,2,0,0,harpero02,2023-2024,NBA
Gary Harris,SG,29,ORL,36,819,20%,77%,2%,,,2.4,2.0,12,3,29,1,8,5,149,3,4,harriga01,2023-2024,NBA
Joe Harris,SG,32,DET,16,170,,1%,53%,47%,,-13.8,-5.7,3,0,9,1,1,2,24,0,4,harrijo01,2023-2024,NBA
Kevon Harris,SG,26,ORL,2,6,,47%,53%,,,11.0,10.0,1,0,2,0,0,0,3,0,0,harrike01,2023-2024,NBA
Tobias Harris,PF,31,PHI,52,1751,,,32%,64%,4%,5.2,5.2,27,24,55,11,89,3,410,22,63,harrito02,2023-2024,NBA
Shaquille Harrison,SG,30,MEM,3,6,66%,34%,,,,-91.7,-85.4,0,0,0,0,0,0,0,0,0,harrish01,2023-2024,NBA
Josh Hart,SF,28,NYK,58,1781,,4%,71%,25%,,5.7,4.1,44,21,55,6,34,7,479,8,33,hartjo01,2023-2024,NBA
Isaiah Hartenstein,C,25,NYK,53,1341,,,,,100%,8.9,9.1,35,7,77,15,54,2,261,19,19,harteis01,2023-2024,NBA
Sam Hauser,SF,26,BOS,57,1209,,11%,56%,32%,1%,10.3,-0.1,14,8,43,3,3,4,142,0,9,hausesa01,2023-2024,NBA
Jordan Hawkins,SG,21,NOP,53,1058,18%,62%,20%,1%,,-1.0,-8.4,13,16,38,3,24,6,155,1,16,hawkijo01,2023-2024,NBA
Jaxson Hayes,C,23,LAL,49,549,,,,2%,98%,-4.8,-5.1,6,1,53,14,20,2,54,8,13,hayesja02,2023-2024,NBA
Killian Hayes,PG,22,DET,42,1008,81%,19%,,,,-10.7,-3.6,29,10,33,5,17,8,490,7,12,hayeski01,2023-2024,NBA
Gordon Hayward,SF,33,TOT,29,857,,64%,36%,1%,,-7.4,2.9,23,18,18,6,44,1,278,12,14,haywago01,2023-2024,NBA
Gordon Hayward,SF,33,CHO,25,798,,67%,33%,,,-8.3,3.4,23,17,18,6,42,1,270,11,11,haywago01,2023-2024,NBA
Gordon Hayward,SF,33,OKC,4,59,,14%,75%,11%,,5.0,-3.8,0,1,0,0,2,0,8,1,3,haywago01,2023-2024,NBA
Scoot Henderson,PG,19,POR,43,1160,100%,,,,,-11.5,-3.5,73,29,61,12,67,15,508,11,36,hendesc01,2023-2024,NBA
Taylor Hendricks,PF,20,UTA,20,331,,,,,,-0.3,2.8,4,2,17,3,4,0,22,2,4,hendrita01,2023-2024,NBA
Tyler Herro,SG,24,MIA,36,1209,46%,53%,1%,,,-1.6,-4.3,43,25,27,4,35,1,379,9,41,herroty01,2023-2024,NBA
Buddy Hield,SF-SG,31,TOT,60,1613,,61%,39%,1%,,0.8,-1.3,48,23,74,2,6,0,422,1,26,hieldbu01,2023-2024,NBA
Buddy Hield,SF,31,IND,52,1336,,57%,42%,1%,,2.4,0.7,34,20,59,2,6,0,320,1,20,hieldbu01,2023-2024,NBA
Buddy Hield,SG,31,PHI,8,277,,79%,21%,,,-6.8,-11.1,14,3,15,0,0,0,102,0,6,hieldbu01,2023-2024,NBA
Haywood Highsmith,PF,27,MIA,43,901,,1%,59%,40%,,-0.2,-1.6,16,3,55,4,7,2,109,2,11,highsha01,2023-2024,NBA
Nate Hinton,SG,24,HOU,11,58,28%,69%,3%,,,10.1,10.5,2,0,4,0,3,0,12,1,2,hintona01,2023-2024,NBA
D'Moi Hodge,SG,25,LAL,7,41,100%,,,,,-41.1,-41.0,1,0,2,0,1,0,10,0,0,hodgedm01,2023-2024,NBA
Aaron Holiday,PG,27,HOU,55,958,100%,,,,,3.5,5.6,24,12,43,2,17,11,249,5,14,holidaa01,2023-2024,NBA
Jrue Holiday,PG,33,BOS,53,1764,69%,31%,,,,9.2,-3.2,55,31,46,3,28,17,629,7,23,holidjr01,2023-2024,NBA
Justin Holiday,SG,34,DEN,36,510,8%,87%,4%,,,-0.5,-6.1,8,1,30,0,2,1,78,0,0,holidju01,2023-2024,NBA
Richaun Holmes,C-PF,30,TOT,28,291,,,,4%,96%,-13.1,-13.0,4,3,15,5,10,3,39,4,8,holmeri01,2023-2024,NBA
Richaun Holmes,C,30,DAL,23,237,,,,5%,95%,-8.1,-10.1,4,1,15,5,7,1,36,3,4,holmeri01,2023-2024,NBA
Richaun Holmes,PF,30,WAS,5,54,,,,,100%,-35.0,-25.6,0,2,0,0,3,2,3,1,4,holmeri01,2023-2024,NBA
Chet Holmgren,C,21,OKC,58,1747,,,,,100%,9.5,2.0,30,45,99,13,91,9,368,22,43,holmgch01,2023-2024,NBA
Jalen Hood-Schifino,SG,20,LAL,19,103,2%,70%,29%,,,-19.8,-19.9,6,3,7,0,7,0,19,0,5,hoodsja01,2023-2024,NBA
Al Horford,C,37,BOS,48,1294,,,,51%,49%,10.3,0.0,14,9,42,8,5,1,326,2,5,horfoal01,2023-2024,NBA
Talen Horton-Tucker,PG,23,UTA,37,736,60%,26%,14%,,,-2.4,0.5,30,14,31,7,46,3,350,12,17,hortota01,2023-2024,NBA
Danuel House Jr.,SF,30,PHI,34,509,,39%,48%,12%,1%,1.8,-1.8,11,3,30,1,26,3,65,8,7,houseda01,2023-2024,NBA
Caleb Houstan,SF,21,ORL,42,648,,21%,70%,9%,,-1.3,-3.0,7,3,21,1,7,1,69,1,1,houstca01,2023-2024,NBA
Jett Howard,SF,20,ORL,13,49,,,7%,87%,6%,0.9,-0.1,1,1,1,0,1,0,8,0,0,howarje01,2023-2024,NBA
Kevin Huerter,SG,25,SAC,56,1410,,72%,27%,1%,,1.3,2.6,28,8,57,4,20,5,346,3,15,huertke01,2023-2024,NBA
Jay Huff,C,25,DEN,12,34,,,,,100%,-18.9,-23.6,0,0,4,1,1,0,2,0,0,huffja01,2023-2024,NBA
De'Andre Hunter,SF,26,ATL,34,963,,,37%,63%,,-1.5,0.4,10,19,39,10,60,19,105,18,14,huntede01,2023-2024,NBA
Matthew Hurt,PF,23,MEM,4,61,,,19%,51%,30%,-17.2,-11.0,0,0,2,0,1,0,8,0,1,hurtma01,2023-2024,NBA
Bones Hyland,PG,23,LAC,19,251,100%,,,,,-7.0,-13.3,11,4,7,4,5,0,76,0,9,hylanbo01,2023-2024,NBA
Joe Ingles,SF,36,ORL,45,783,,16%,78%,6%,,4.6,5.0,26,6,24,8,4,1,295,1,5,inglejo01,2023-2024,NBA
Brandon Ingram,SF,26,NOP,54,1802,4%,65%,28%,3%,,3.7,-1.7,61,44,58,24,116,5,755,23,40,ingrabr01,2023-2024,NBA
Kyrie Irving,SG,31,DAL,37,1261,26%,70%,4%,,,5.2,7.3,30,21,39,4,54,6,467,17,23,irvinky01,2023-2024,NBA
Jonathan Isaac,PF,26,ORL,40,590,,,14%,85%,,12.5,14.4,6,7,25,1,28,5,42,6,12,isaacjo01,2023-2024,NBA
Jaden Ivey,SG,21,DET,54,1507,6%,84%,10%,,,-6.2,4.9,62,39,70,14,112,7,467,27,64,iveyja01,2023-2024,NBA
Andre Jackson Jr.,SG,22,MIL,46,498,11%,59%,29%,1%,,-4.2,-10.0,12,4,33,3,5,3,110,0,2,jacksan01,2023-2024,NBA
GG Jackson II,PF,19,MEM,26,521,,3%,25%,54%,19%,-4.1,2.8,8,9,20,0,30,0,45,4,13,jacksgg01,2023-2024,NBA
Isaiah Jackson,C,22,IND,45,613,,,,7%,93%,0.1,-2.4,11,3,60,15,41,3,88,11,20,jacksis01,2023-2024,NBA
Jaren Jackson Jr.,C,24,MEM,54,1723,,,,,100%,-6.1,0.9,27,57,91,38,159,25,304,42,98,jacksja02,2023-2024,NBA
Justin Jackson,SF,28,MIN,2,1,,,,100%,,,,0,0,0,0,0,0,0,0,0,jacksju01,2023-2024,NBA
Reggie Jackson,PG,33,DEN,59,1350,100%,,,,,1.0,-6.6,46,14,51,12,27,9,547,8,22,jacksre01,2023-2024,NBA
Trayce Jackson-Davis,PF,23,GSW,44,565,,,,37%,63%,4.1,2.6,11,4,45,12,42,0,105,12,19,jackstr02,2023-2024,NBA
LeBron James,PF,39,LAL,52,1819,,,1%,84%,15%,2.3,7.7,112,37,26,9,150,9,940,50,42,jamesle01,2023-2024,NBA
Jaime Jaquez Jr.,SF,22,MIA,52,1538,5%,37%,50%,9%,,2.0,2.5,43,25,68,6,61,6,323,15,46,jaqueja01,2023-2024,NBA
DaQuan Jeffries,SG,26,NYK,13,34,,,72%,29%,,-7.7,-12.0,1,0,2,0,0,0,5,0,1,jeffrda01,2023-2024,NBA
Trey Jemison,C,24,TOT,9,141,,,,,100%,-14.2,-8.1,2,3,16,3,4,0,17,1,4,jemistr01,2023-2024,NBA
Trey Jemison,C,24,WAS,2,1,,,,,100%,100.0,110.0,1,0,0,0,0,0,0,0,0,jemistr01,2023-2024,NBA
Trey Jemison,C,24,MEM,7,140,,,,,100%,-15.0,-9.0,1,3,16,3,4,0,17,1,4,jemistr01,2023-2024,NBA
Ty Jerome,SG,26,CLE,2,15,38%,62%,,,,-38.0,-43.6,1,0,2,0,0,0,7,0,0,jeromty01,2023-2024,NBA
Isaiah Joe,SG,24,OKC,54,1001,11%,86%,3%,,,11.3,3.9,18,9,35,3,14,27,153,4,9,joeis01,2023-2024,NBA
Cameron Johnson,PF,27,BRK,45,1253,,1%,7%,79%,13%,-4.9,-3.1,28,10,43,3,31,5,287,6,28,johnsca02,2023-2024,NBA
Jalen Johnson,SF,22,ATL,44,1505,,,1%,94%,6%,-0.9,2.0,42,15,65,9,59,9,367,17,39,johnsja05,2023-2024,NBA
James Johnson,PF,36,IND,5,24,,,,74%,26%,15.7,13.8,1,0,1,1,0,0,12,0,1,johnsja01,2023-2024,NBA
Keldon Johnson,SF,24,SAS,55,1625,5%,37%,57%,2%,,-9.8,-2.9,44,30,61,8,95,7,391,25,50,johnske04,2023-2024,NBA
Keon Johnson,SG,21,BRK,4,51,28%,72%,,,,-20.1,-17.2,3,0,3,0,3,0,8,0,1,johnske07,2023-2024,NBA
Keyontae Johnson,SF,23,OKC,9,66,,24%,56%,20%,,-8.5,-17.6,3,0,4,0,0,0,8,0,2,johnske08,2023-2024,NBA
Nikola Jokić,C,28,DEN,57,1928,,,,,100%,10.7,19.9,98,47,74,17,127,5,1235,40,43,jokicni01,2023-2024,NBA
Colby Jones,SG,21,SAC,17,121,1%,78%,21%,,,-0.8,-0.8,3,1,10,0,3,1,22,1,3,jonesco02,2023-2024,NBA
Damian Jones,C,28,CLE,25,150,,,,,100%,-10.3,-16.4,2,1,7,5,7,0,33,3,2,jonesda03,2023-2024,NBA
Derrick Jones Jr.,SF,26,DAL,54,1322,,,39%,60%,2%,-0.9,-3.9,15,23,50,6,51,14,133,15,15,jonesde02,2023-2024,NBA
Herbert Jones,SF,25,NOP,55,1619,,,51%,47%,2%,6.4,4.6,29,15,81,11,50,18,320,9,30,joneshe01,2023-2024,NBA
Mason Jones,SG,25,SAC,1,13,92%,8%,,,,42.6,42.9,0,0,0,0,1,0,9,0,1,jonesma05,2023-2024,NBA
Tre Jones,PG,24,SAS,54,1416,100%,,,,,-3.1,10.8,58,15,28,4,31,32,774,6,20,jonestr01,2023-2024,NBA
Tyus Jones,PG,27,WAS,58,1691,100%,,,,,-12.3,-6.0,45,7,18,2,19,12,989,6,23,jonesty01,2023-2024,NBA
DeAndre Jordan,C,35,DEN,29,327,,,,,100%,-8.8,-14.9,5,3,27,10,21,1,44,5,9,jordade01,2023-2024,NBA
Cory Joseph,PG,32,GSW,26,296,85%,15%,1%,,,-0.4,-2.8,6,2,15,1,1,3,109,0,2,josepco01,2023-2024,NBA
Nikola Jović,PF,20,MIA,24,400,,,,77%,23%,11.0,11.8,13,5,20,3,11,5,107,2,4,jovicni01,2023-2024,NBA
Johnny Juzang,SG,22,UTA,3,9,,30%,20%,51%,,-17.6,-14.9,0,0,0,0,0,0,2,0,0,juzanjo01,2023-2024,NBA
Luke Kennard,SG,27,MEM,29,717,6%,73%,21%,,,-9.6,-4.2,20,8,21,0,8,1,199,2,8,kennalu01,2023-2024,NBA
Walker Kessler,C,22,UTA,51,1189,,,,,100%,-1.3,2.5,14,15,67,19,39,4,116,11,25,kesslwa01,2023-2024,NBA
Braxton Key,SF,26,DEN,17,55,,,27%,71%,2%,-4.4,-9.1,1,0,3,0,4,0,19,2,2,keybr01,2023-2024,NBA
Corey Kispert,SF,24,WAS,56,1274,,8%,73%,20%,,-12.7,-5.0,15,25,48,8,53,3,218,22,33,kispeco01,2023-2024,NBA
Maxi Kleber,C,32,DAL,22,488,,,,20%,80%,0.6,-0.7,9,4,26,5,9,7,100,3,4,klebima01,2023-2024,NBA
Kevin Knox,SF,24,DET,31,560,,7%,79%,14%,,-7.2,1.5,11,4,31,1,13,2,54,5,12,knoxke01,2023-2024,NBA
John Konchar,SF,27,MEM,45,876,2%,41%,54%,3%,,-6.9,-0.6,17,9,35,1,6,6,204,2,8,konchjo01,2023-2024,NBA
Furkan Korkmaz,SG,26,PHI,35,300,13%,48%,30%,8%,,6.0,3.1,5,3,13,1,10,2,57,6,2,korkmfu01,2023-2024,NBA
Luke Kornet,C,28,BOS,42,616,,,,,100%,5.7,-5.9,10,2,42,5,17,2,93,5,8,kornelu01,2023-2024,NBA
Vit Krejci,PG,23,ATL,1,2,100%,,,,,-20.0,-18.2,0,0,0,0,0,0,0,0,0,krejcvi01,2023-2024,NBA
Jonathan Kuminga,PF,21,GSW,56,1436,,,2%,69%,29%,4.7,5.5,32,28,45,14,121,11,292,28,52,kuminjo01,2023-2024,NBA
Kyle Kuzma,PF,28,WAS,56,1784,,,,88%,12%,-12.3,-6.4,63,41,69,21,92,9,535,29,38,kuzmaky01,2023-2024,NBA
Jock Landale,C,28,HOU,32,285,,,,8%,92%,6.6,7.6,4,3,18,2,9,1,50,1,11,landajo01,2023-2024,NBA
Jake LaRavia,PF,22,MEM,14,185,,,28%,71%,1%,-15.9,-10.1,3,1,13,1,5,0,27,1,2,laravja01,2023-2024,NBA
Zach LaVine,SG,28,CHI,25,872,,41%,57%,2%,,-5.2,-5.6,21,19,24,6,45,2,237,11,20,lavinza01,2023-2024,NBA
A.J. Lawson,SG,23,DAL,28,231,7%,32%,58%,4%,,5.4,4.7,7,1,13,1,10,0,35,2,6,lawsoaj01,2023-2024,NBA
Saben Lee,PG,24,PHO,15,116,100%,,,,,15.2,12.7,4,0,3,0,15,2,43,1,3,leesa01,2023-2024,NBA
Alex Len,C,30,SAC,24,213,,,,,100%,17.8,19.2,3,5,16,6,9,0,56,3,6,lenal01,2023-2024,NBA
Kawhi Leonard,SF,32,LAC,52,1789,,5%,59%,34%,2%,9.1,11.5,39,29,37,11,92,9,477,29,21,leonaka01,2023-2024,NBA
Caris LeVert,SG,29,CLE,48,1329,8%,68%,25%,,,3.6,-3.4,40,17,46,5,62,11,556,6,33,leverca01,2023-2024,NBA
Kira Lewis Jr.,PG,22,TOT,19,153,97%,3%,,,,-6.6,-11.0,5,1,4,1,7,0,53,3,4,lewiski01,2023-2024,NBA
Kira Lewis Jr.,PG,22,NOP,15,144,100%,,,,,-5.3,-10.1,5,1,4,1,7,0,45,3,4,lewiski01,2023-2024,NBA
Kira Lewis Jr.,PG,22,TOR,1,2,100%,,,,,-200.0,-196.9,0,0,0,0,0,0,0,0,0,lewiski01,2023-2024,NBA
Kira Lewis Jr.,PG,22,UTA,3,7,35%,65%,,,,21.4,24.3,0,0,0,0,0,0,8,0,0,lewiski01,2023-2024,NBA
Maxwell Lewis,SF,21,LAL,20,70,,13%,75%,11%,1%,-27.5,-27.6,1,3,2,0,0,0,6,0,1,lewisma05,2023-2024,NBA
E.J. Liddell,PF,23,NOP,8,23,,,39%,48%,14%,-8.3,-12.8,1,0,2,0,0,0,2,0,0,liddeej01,2023-2024,NBA
Damian Lillard,PG,33,MIL,54,1881,99%,1%,,,,8.3,12.8,98,28,41,7,142,10,886,27,64,lillada01,2023-2024,NBA
Nassir Little,SF,23,PHO,34,426,,16%,66%,16%,1%,-6.5,-11.2,8,3,24,1,7,2,48,3,6,littlna01,2023-2024,NBA
Dereck Lively II,C,19,DAL,41,1028,,,,,100%,6.4,8.4,13,9,70,14,33,2,124,10,15,livelde01,2023-2024,NBA
Isaiah Livers,PF,25,DET,23,469,,,8%,90%,3%,-18.5,-12.2,6,4,34,1,7,0,60,1,8,liveris01,2023-2024,NBA
Chris Livingston,SF,20,MIL,16,69,,18%,32%,45%,5%,-5.8,-10.1,1,2,7,1,1,0,11,0,3,livinch01,2023-2024,NBA
Kenneth Lofton Jr.,PF,21,TOT,17,108,,,,56%,44%,-3.5,2.5,1,4,7,3,9,1,36,3,7,loftoke01,2023-2024,NBA
Kenneth Lofton Jr.,PF,21,MEM,15,99,,,,57%,43%,2.9,9.7,1,2,7,3,9,1,36,3,6,loftoke01,2023-2024,NBA
Kenneth Lofton Jr.,PF,21,PHI,2,9,,,,41%,59%,-74.0,-77.6,0,2,0,0,0,0,0,0,1,loftoke01,2023-2024,NBA
Kevon Looney,C,27,GSW,57,996,,,,16%,84%,-0.7,-4.3,15,13,66,11,32,1,295,10,21,looneke01,2023-2024,NBA
Brook Lopez,C,35,MIL,56,1757,,,,,100%,7.3,8.7,15,12,86,22,47,2,219,15,13,lopezbr01,2023-2024,NBA
Robin Lopez,C,35,MIL,16,65,,,,,100%,-17.6,-22.1,0,2,7,0,1,0,10,0,1,lopezro01,2023-2024,NBA
Kevin Love,PF,35,MIA,47,822,,,,36%,65%,5.9,7.2,27,4,52,2,37,15,239,7,8,loveke01,2023-2024,NBA
Kyle Lowry,PG,37,TOT,40,1106,100%,,,,,0.0,-1.2,38,10,57,4,17,21,383,3,13,lowryky01,2023-2024,NBA
Kyle Lowry,PG,37,MIA,37,1037,100%,,,,,0.5,-0.6,37,9,53,3,16,20,350,2,13,lowryky01,2023-2024,NBA
Kyle Lowry,PG,37,PHI,3,69,100%,,,,,-6.6,-10.1,1,1,4,1,1,1,33,1,0,lowryky01,2023-2024,NBA
Seth Lundy,SF,23,ATL,9,52,,,83%,16%,,-8.0,-6.3,0,1,3,0,2,0,0,0,2,lundyse01,2023-2024,NBA
Trey Lyles,PF,28,SAC,43,852,,,,80%,19%,6.4,9.2,16,7,39,5,25,8,124,8,9,lylestr01,2023-2024,NBA
Théo Maledon,PG,22,TOT,16,212,90%,10%,,,,-14.8,-5.2,11,3,13,1,8,5,66,3,6,maledth01,2023-2024,NBA
Théo Maledon,PG,22,CHO,13,200,94%,6%,,,,-14.1,-3.6,10,3,11,0,6,5,66,2,5,maledth01,2023-2024,NBA
Théo Maledon,PG,22,PHO,3,12,21%,79%,,,,-27.7,-30.8,1,0,2,1,2,0,0,1,1,maledth01,2023-2024,NBA
