Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,PER GAME MP,PER GAME  PTS,PER GAME TRB,PER GAME AST,PER GAME STL,PER GAME BLK,Player Reference,League,Season
Andrew Goudelock,201112250LAL,23,1,40,419,68,174,28,75,11,12,5,31,20,4,0,21,32,175,.391,.373,.917,10.5,4.4,0.8,0.5,0.1,0.0,goudean01,NBA,2011-2012
Jordan Hamilton,201201250SAC,21,1,26,258,48,111,17,47,2,5,11,62,20,4,3,16,15,115,.432,.362,.400,9.9,4.4,2.4,0.8,0.2,0.1,hamiljo02,NBA,2011-2012
Justin Harper,201112260ORL,22,1,14,84,9,31,2,13,0,1,3,12,2,2,3,6,5,20,.290,.154,.000,6.0,1.4,0.9,0.1,0.1,0.2,harpeju01,NBA,2011-2012
Josh Harrellson,201112250NYK,22,1,37,540,63,149,20,59,16,26,47,144,11,23,20,20,48,162,.423,.339,.615,14.6,4.4,3.9,0.3,0.6,0.5,harrejo01,NBA,2011-2012
Terrel Harris,201112250DAL,24,1,22,318,29,83,8,39,14,21,18,51,26,9,2,25,34,80,.349,.205,.667,14.5,3.6,2.3,1.2,0.4,0.1,harrite01,NBA,2011-2012
Tobias Harris,201201070LAC,19,1,42,479,79,169,6,23,44,54,30,101,22,13,7,31,45,208,.467,.261,.815,11.4,5.0,2.4,0.5,0.3,0.2,harrito02,NBA,2011-2012
Cory Higgins,201201010MIA,22,1,38,423,52,160,4,20,42,60,7,35,36,5,6,39,40,150,.325,.200,.700,11.1,3.9,0.9,0.9,0.1,0.2,higgico01,NBA,2011-2012
Darington Hobson,201201070LAC,24,1,5,39,2,13,0,6,0,0,0,3,6,0,0,2,1,4,.154,.000,,7.8,0.8,0.6,1.2,0.0,0.0,hobsoda01,NBA,2011-2012
Tyler Honeycutt,201112310SAC,21,1,15,88,8,24,1,3,3,5,3,14,7,4,3,2,3,20,.333,.333,.600,5.9,1.3,0.9,0.5,0.3,0.2,honeyty01,NBA,2011-2012
Dennis Horner,201112270NJN,23,1,8,22,1,4,0,1,3,4,2,5,0,0,0,1,1,5,.250,.000,.750,2.8,0.6,0.6,0.0,0.0,0.0,hornede01,NBA,2011-2012
Kyrie Irving,201112260CLE,19,1,51,1558,350,747,73,183,171,196,44,191,275,54,20,160,110,944,.469,.399,.872,30.5,18.5,3.7,5.4,1.1,0.4,irvinky01,NBA,2011-2012
Reggie Jackson,201112310OKC,21,1,45,501,51,159,13,62,25,29,14,53,71,25,1,36,31,140,.321,.210,.862,11.1,3.1,1.2,1.6,0.6,0.0,jacksre01,NBA,2011-2012
Charles Jenkins,201112250GSW,22,1,51,893,130,291,3,20,34,39,8,68,170,33,6,60,85,297,.447,.150,.872,17.5,5.8,1.3,3.3,0.6,0.1,jenkich01,NBA,2011-2012
Carldell Johnson,201112260PHO,29,1,15,119,11,35,4,15,1,3,1,9,22,8,0,7,11,27,.314,.267,.333,7.9,1.8,0.6,1.5,0.5,0.0,johnsca01,NBA,2011-2012
Ivan Johnson,201112270NJN,27,1,56,934,141,275,2,6,72,100,65,226,32,43,18,69,116,356,.513,.333,.720,16.7,6.4,4.0,0.6,0.8,0.3,johnsiv01,NBA,2011-2012
JaJuan Johnson,201112280NOH,22,1,36,298,54,121,0,0,6,9,20,58,6,5,14,14,25,114,.446,,.667,8.3,3.2,1.6,0.2,0.1,0.4,johnsja02,NBA,2011-2012
Jerome Jordan,201112280GSW,25,1,21,108,17,33,0,0,8,10,14,27,4,1,6,2,15,42,.515,,.800,5.1,2.0,1.3,0.2,0.0,0.3,jordaje01,NBA,2011-2012
Cory Joseph,201112260SAS,20,1,29,266,22,70,3,15,11,17,5,25,34,7,3,12,16,58,.314,.200,.647,9.2,2.0,0.9,1.2,0.2,0.1,josepco01,NBA,2011-2012
D.J. Kennedy,201204250CLE,22,1,2,59,5,12,2,4,0,2,1,7,3,2,0,3,7,12,.417,.500,.000,29.5,6.0,3.5,1.5,1.0,0.0,kennedj01,NBA,2011-2012
Brandon Knight,201112260IND,20,1,66,2129,319,769,105,276,104,137,33,211,251,49,10,171,154,847,.415,.380,.759,32.3,12.8,3.2,3.8,0.7,0.2,knighbr03,NBA,2011-2012
Malcolm Lee,201203100MIN,21,1,19,243,23,59,2,10,14,17,9,26,31,8,4,17,22,62,.390,.200,.824,12.8,3.3,1.4,1.6,0.4,0.2,leema01,NBA,2011-2012
Kawhi Leonard,201112260SAS,20,1,64,1534,199,404,41,109,68,88,104,327,70,85,24,44,88,507,.493,.376,.773,24.0,7.9,5.1,1.1,1.3,0.4,leonaka01,NBA,2011-2012
Travis Leslie,201112280SAS,21,1,10,45,5,14,0,0,4,9,6,9,5,2,2,2,4,14,.357,,.444,4.5,1.4,0.9,0.5,0.2,0.2,leslitr01,NBA,2011-2012
Jon Leuer,201112260CHA,22,1,46,555,97,191,3,9,21,28,45,120,25,14,17,18,67,218,.508,.333,.750,12.1,4.7,2.6,0.5,0.3,0.4,leuerjo01,NBA,2011-2012
DeAndre Liggins,201202200MIL,23,1,17,115,12,25,0,4,9,19,6,15,5,6,0,10,6,33,.480,.000,.474,6.8,1.9,0.9,0.3,0.4,0.0,liggide01,NBA,2011-2012
Shelvin Mack,201112260WAS,21,1,64,779,88,220,12,42,42,59,12,92,131,28,2,48,50,230,.400,.286,.712,12.2,3.6,1.4,2.0,0.4,0.0,macksh01,NBA,2011-2012
Vernon Macklin,201112280DET,25,1,23,135,19,35,0,0,8,14,14,34,5,4,4,3,9,46,.543,,.571,5.9,2.0,1.5,0.2,0.2,0.2,macklve01,NBA,2011-2012
E'Twaun Moore,201112250NYK,22,1,38,331,43,113,17,45,7,7,4,33,34,11,3,21,33,110,.381,.378,1.000,8.7,2.9,0.9,0.9,0.3,0.1,mooreet01,NBA,2011-2012
Darius Morris,201201110UTA,21,1,19,169,18,42,4,9,6,9,2,16,21,2,0,19,16,46,.429,.444,.667,8.9,2.4,0.8,1.1,0.1,0.0,morrida01,NBA,2011-2012
Marcus Morris,201112260ORL,22,1,17,126,16,54,2,17,6,8,5,16,3,2,2,4,12,40,.296,.118,.750,7.4,2.4,0.9,0.2,0.1,0.1,morrima03,NBA,2011-2012
Markieff Morris,201112260PHO,22,1,63,1227,174,436,43,124,76,106,69,279,65,41,42,70,179,467,.399,.347,.717,19.5,7.4,4.4,1.0,0.7,0.7,morrima02,NBA,2011-2012
Daniel Orton,201201270NOH,21,1,16,187,17,30,0,1,11,25,19,39,5,8,9,7,30,45,.567,.000,.440,11.7,2.8,2.4,0.3,0.5,0.6,ortonda01,NBA,2011-2012
Jeremy Pargo,201112260SAS,25,1,44,424,50,150,10,38,16,27,12,37,55,15,0,46,46,126,.333,.263,.593,9.6,2.9,0.8,1.3,0.3,0.0,pargoje01,NBA,2011-2012
Chandler Parsons,201112290HOU,23,1,63,1804,248,549,60,178,43,78,90,300,134,73,29,81,142,599,.452,.337,.551,28.6,9.5,4.8,2.1,1.2,0.5,parsoch01,NBA,2011-2012
Ryan Reid,201202140OKC,25,1,5,17,4,5,0,0,0,0,1,2,0,0,0,1,1,8,.800,,,3.4,1.6,0.4,0.0,0.0,0.0,reidry01,NBA,2011-2012
Ricky Rubio,201112260MIN,21,1,41,1404,139,389,32,94,126,157,21,171,336,91,8,131,97,436,.357,.340,.803,34.2,10.6,4.2,8.2,2.2,0.2,rubiori01,NBA,2011-2012
Walker Russell,201201200DET,29,1,28,357,33,95,4,13,14,22,7,26,58,18,1,33,29,84,.347,.308,.636,12.8,3.0,0.9,2.1,0.6,0.0,russewa02,NBA,2011-2012
Josh Selby,201112280MEM,20,1,28,237,25,72,2,15,11,14,2,15,30,7,0,29,17,63,.347,.133,.786,8.5,2.3,0.5,1.1,0.3,0.0,selbyjo01,NBA,2011-2012
Iman Shumpert,201112250NYK,21,1,59,1705,214,534,48,157,87,109,42,186,164,101,8,111,173,563,.401,.306,.798,28.9,9.5,3.2,2.8,1.7,0.1,shumpim01,NBA,2011-2012
Xavier Silas,201204250MIL,24,1,2,39,4,15,1,6,2,3,2,4,3,0,0,3,5,11,.267,.167,.667,19.5,5.5,2.0,1.5,0.0,0.0,silasxa01,NBA,2011-2012
Chris Singleton,201112260WAS,22,1,66,1431,116,312,44,127,30,44,43,233,49,70,30,38,176,306,.372,.346,.682,21.7,4.6,3.5,0.7,1.1,0.5,singlch01,NBA,2011-2012
Donald Sloan,201201110IND,24,1,33,669,79,198,2,25,23,30,18,67,105,13,3,49,37,183,.399,.080,.767,20.3,5.5,2.0,3.2,0.4,0.1,sloando01,NBA,2011-2012
Greg Smith,201202190HOU,21,1,8,69,7,11,0,0,0,0,5,20,1,2,5,1,17,14,.636,,,8.6,1.8,2.5,0.1,0.3,0.6,smithgr02,NBA,2011-2012
Jerry Smith,201203160ORL,24,1,5,46,3,14,1,6,0,0,2,7,4,5,0,0,5,7,.214,.167,,9.2,1.4,1.4,0.8,1.0,0.0,smithje01,NBA,2011-2012
Nolan Smith,201112260POR,23,1,44,541,67,180,13,45,20,28,17,56,62,18,3,42,55,167,.372,.289,.714,12.3,3.8,1.3,1.4,0.4,0.1,smithno01,NBA,2011-2012
Greg Stiemsma,201112280NOH,26,1,55,766,66,121,0,0,29,41,48,177,28,37,85,33,144,161,.545,,.707,13.9,2.9,3.2,0.5,0.7,1.5,stiemgr01,NBA,2011-2012
Julyan Stone,201201110DEN,23,1,22,179,13,31,2,11,8,11,5,25,37,8,6,11,18,36,.419,.182,.727,8.1,1.6,1.1,1.7,0.4,0.3,stoneju01,NBA,2011-2012
Isaiah Thomas,201112260SAC,22,1,65,1656,256,571,83,219,154,185,48,168,266,53,8,105,121,749,.448,.379,.832,25.5,11.5,2.6,4.1,0.8,0.1,thomais02,NBA,2011-2012
Lance Thomas,201112280NOH,23,1,42,630,57,126,0,1,52,62,49,126,12,10,7,24,78,166,.452,.000,.839,15.0,4.0,3.0,0.3,0.2,0.2,thomala01,NBA,2011-2012
Malcolm Thomas,201201130SAS,23,1,3,15,0,3,0,0,1,2,1,3,1,1,1,0,0,1,.000,,.500,5.0,0.3,1.0,0.3,0.3,0.3,thomama01,NBA,2011-2012
Trey Thompkins,201112280SAS,21,1,24,119,24,61,4,13,5,7,4,24,3,3,3,6,10,57,.393,.308,.714,5.0,2.4,1.0,0.1,0.1,0.1,thomptr02,NBA,2011-2012
Klay Thompson,201112250GSW,21,1,66,1608,318,718,111,268,79,91,24,161,133,49,20,103,155,826,.443,.414,.868,24.4,12.5,2.4,2.0,0.7,0.3,thompkl01,NBA,2011-2012
Mychel Thompson,201201040TOR,23,1,5,95,7,24,4,11,0,0,0,5,7,2,1,5,8,18,.292,.364,,19.0,3.6,1.0,1.4,0.4,0.2,thompmy02,NBA,2011-2012
Tristan Thompson,201112260CLE,20,1,60,1424,194,442,0,2,106,192,187,389,27,27,62,81,134,494,.439,.000,.552,23.7,8.2,6.5,0.5,0.5,1.0,thomptr01,NBA,2011-2012
Jeremy Tyler,201112250GSW,20,1,42,568,88,209,0,1,29,52,54,140,16,16,20,36,84,205,.421,.000,.558,13.5,4.9,3.3,0.4,0.4,0.5,tylerje01,NBA,2011-2012
Edwin Ubiles,201203210NJN,25,1,4,52,5,18,1,5,3,3,2,10,1,1,1,1,1,14,.278,.200,1.000,13.0,3.5,2.5,0.3,0.3,0.3,ubileed01,NBA,2011-2012
Jan Veselý,201201080WAS,21,1,57,1078,117,218,0,1,33,62,101,249,47,39,32,60,156,267,.537,.000,.532,18.9,4.7,4.4,0.8,0.7,0.6,veselja01,NBA,2011-2012
Nikola Vučević,201112280PHO,21,1,51,812,131,291,3,8,18,34,88,246,31,20,34,33,111,283,.450,.375,.529,15.9,5.5,4.8,0.6,0.4,0.7,vucevni01,NBA,2011-2012
Kemba Walker,201112260CHA,21,1,66,1792,281,767,69,226,168,213,30,234,289,60,20,119,79,799,.366,.305,.789,27.2,12.1,3.5,4.4,0.9,0.3,walkeke02,NBA,2011-2012
Derrick Williams,201112260MIN,20,1,66,1418,205,498,37,138,136,195,77,311,38,30,31,77,95,583,.412,.268,.697,21.5,8.8,4.7,0.6,0.5,0.5,willide02,NBA,2011-2012
Elliot Williams,201112270POR,22,1,24,149,37,74,8,27,6,18,7,19,6,6,3,5,18,88,.500,.296,.333,6.2,3.7,0.8,0.3,0.3,0.1,williel01,NBA,2011-2012
Jordan Williams,201201020NJN,21,1,43,635,77,152,0,0,43,66,66,156,11,21,15,23,61,197,.507,,.652,14.8,4.6,3.6,0.3,0.5,0.3,willijo03,NBA,2011-2012
Chris Wright,201112310GSW,23,1,24,186,23,45,0,0,24,31,19,45,4,7,13,8,22,70,.511,,.774,7.8,2.9,1.9,0.2,0.3,0.5,wrighch01,NBA,2011-2012
Jeff Adrien,201010270GSW,24,1,23,196,23,54,0,0,11,19,23,58,10,4,5,9,28,57,.426,,.579,8.5,2.5,2.5,0.4,0.2,0.2,adrieje01,NBA,2010-2011
Solomon Alabi,201011130MIA,22,1,12,59,3,15,0,0,0,2,7,14,2,2,2,3,5,6,.200,,.000,4.9,0.5,1.2,0.2,0.2,0.2,alabiso01,NBA,2010-2011
Cole Aldrich,201010310OKC,22,1,18,142,8,15,0,0,2,4,13,35,4,5,7,8,30,18,.533,,.500,7.9,1.0,1.9,0.2,0.3,0.4,aldrico01,NBA,2010-2011
Al-Farouq Aminu,201010270LAC,20,1,81,1452,160,406,45,143,92,119,75,267,60,59,25,103,121,457,.394,.315,.773,17.9,5.6,3.3,0.7,0.7,0.3,aminual01,NBA,2010-2011
James Anderson,201010270SAS,21,1,26,286,31,81,18,46,14,18,2,23,18,3,6,13,24,94,.383,.391,.778,11.0,3.6,0.9,0.7,0.1,0.2,anderja01,NBA,2010-2011
Ömer Aşık,201010270OKC,24,1,82,989,78,141,0,0,73,145,112,306,32,20,56,64,153,229,.553,,.503,12.1,2.8,3.7,0.4,0.2,0.7,asikom01,NBA,2010-2011
Luke Babbitt,201011010CHI,21,1,24,137,15,55,3,16,3,9,6,30,6,2,2,8,15,36,.273,.188,.333,5.7,1.5,1.3,0.3,0.1,0.1,babbilu01,NBA,2010-2011
Eric Bledsoe,201010270LAC,21,1,81,1841,206,486,32,116,99,133,68,223,289,92,26,194,130,543,.424,.276,.744,22.7,6.7,2.8,3.6,1.1,0.3,bledser01,NBA,2010-2011
Trevor Booker,201010280ORL,23,1,65,1063,139,253,0,1,68,101,98,251,35,29,42,38,115,346,.549,.000,.673,16.4,5.3,3.9,0.5,0.4,0.6,booketr01,NBA,2010-2011
Craig Brackins,201011240TOR,23,1,3,33,4,16,0,5,0,0,2,4,1,1,0,0,3,8,.250,.000,,11.0,2.7,1.3,0.3,0.3,0.0,brackcr01,NBA,2010-2011
Avery Bradley,201011220ATL,20,1,31,162,23,67,0,5,6,12,4,17,12,9,0,16,20,52,.343,.000,.500,5.2,1.7,0.5,0.4,0.3,0.0,bradlav01,NBA,2010-2011
Derrick Caracter,201010260LAL,22,1,41,215,32,66,0,0,17,23,19,43,7,4,10,19,47,81,.485,,.739,5.2,2.0,1.0,0.2,0.1,0.2,caracde01,NBA,2010-2011
Sherron Collins,201011030NJN,23,1,20,66,7,25,2,10,1,1,0,5,8,2,0,4,2,17,.280,.200,1.000,3.3,0.9,0.3,0.4,0.1,0.0,collish01,NBA,2010-2011
Marcus Cousin,201103090TOR,24,1,4,18,2,3,0,0,0,0,0,3,0,0,1,1,1,4,.667,,,4.5,1.0,0.8,0.0,0.0,0.3,cousima01,NBA,2010-2011
DeMarcus Cousins,201010270MIN,20,1,81,2309,432,1004,3,18,276,402,217,699,204,85,68,268,332,1143,.430,.167,.687,28.5,14.1,8.6,2.5,1.0,0.8,couside01,NBA,2010-2011
Jordan Crawford,201010270MEM,22,1,42,1027,192,500,33,128,73,84,31,105,117,39,3,83,63,490,.384,.258,.869,24.5,11.7,2.5,2.8,0.9,0.1,crawfjo02,NBA,2010-2011
Ed Davis,201012010TOR,21,1,65,1602,215,373,0,0,71,128,168,462,40,39,67,48,183,501,.576,,.555,24.6,7.7,7.1,0.6,0.6,1.0,davised01,NBA,2010-2011
Zabian Dowdell,201101110DEN,26,1,24,292,51,125,3,10,16,17,5,20,51,20,2,29,30,121,.408,.300,.941,12.2,5.0,0.8,2.1,0.8,0.1,dowdeza01,NBA,2010-2011
Devin Ebanks,201010310LAL,21,1,20,118,21,51,2,5,18,23,15,27,2,4,5,6,7,62,.412,.400,.783,5.9,3.1,1.4,0.1,0.2,0.3,ebankde01,NBA,2010-2011
Semih Erden,201011020DET,24,1,41,595,62,111,0,0,39,60,37,118,20,15,24,34,104,163,.559,,.650,14.5,4.0,2.9,0.5,0.4,0.6,erdense01,NBA,2010-2011
Jeremy Evans,201010270DEN,23,1,49,463,76,115,0,1,26,37,36,97,24,17,17,19,50,178,.661,.000,.703,9.4,3.6,2.0,0.5,0.3,0.3,evansje01,NBA,2010-2011
Patrick Ewing,201103300NOH,26,1,7,19,0,5,0,2,3,4,1,2,2,0,1,1,1,3,.000,.000,.750,2.7,0.4,0.3,0.3,0.0,0.1,ewingpa02,NBA,2010-2011
Christian Eyenga,201101020CLE,21,1,44,947,130,306,25,91,18,28,27,123,35,34,28,47,78,303,.425,.275,.643,21.5,6.9,2.8,0.8,0.8,0.6,eyengch01,NBA,2010-2011
Derrick Favors,201010270NJN,19,1,78,1535,215,416,0,0,103,173,171,412,39,29,68,77,246,533,.517,,.595,19.7,6.8,5.3,0.5,0.4,0.9,favorde01,NBA,2010-2011
Landry Fields,201010270TOR,22,1,82,2541,299,602,86,219,113,147,105,521,155,80,17,107,114,797,.497,.393,.769,31.0,9.7,6.4,1.9,1.0,0.2,fieldla01,NBA,2010-2011
Gary Forbes,201010270DEN,25,1,63,791,124,273,19,58,59,87,28,116,49,23,6,46,77,326,.454,.328,.678,12.6,5.2,1.8,0.8,0.4,0.1,forbega01,NBA,2010-2011
Paul George,201010270SAS,20,1,61,1265,179,395,41,138,77,101,37,224,65,62,26,70,127,476,.453,.297,.762,20.7,7.8,3.7,1.1,1.0,0.4,georgpa01,NBA,2010-2011
Blake Griffin,201010270LAC,21,1,82,3112,696,1376,7,24,446,695,270,989,312,63,45,223,252,1845,.506,.292,.642,38.0,22.5,12.1,3.8,0.8,0.5,griffbl01,NBA,2010-2011
Luke Harangody,201011020DET,23,1,49,640,79,206,16,66,19,26,40,143,30,15,17,16,80,193,.383,.242,.731,13.1,3.9,2.9,0.6,0.3,0.3,haranlu01,NBA,2010-2011
Manny Harris,201010290TOR,21,1,54,933,108,289,34,92,71,93,36,140,85,31,7,63,65,321,.374,.370,.763,17.3,5.9,2.6,1.6,0.6,0.1,harrima01,NBA,2010-2011
Gordon Hayward,201010270DEN,20,1,72,1218,142,293,35,74,69,97,41,139,81,30,19,70,106,388,.485,.473,.711,16.9,5.4,1.9,1.1,0.4,0.3,haywago01,NBA,2010-2011
Lazar Hayward,201010290MIN,24,1,42,419,55,154,17,60,33,42,23,70,28,12,7,19,44,160,.357,.283,.786,10.0,3.8,1.7,0.7,0.3,0.2,haywala01,NBA,2010-2011
Xavier Henry,201010270MEM,19,1,38,527,65,160,2,17,33,52,9,37,18,11,3,13,48,165,.406,.118,.635,13.9,4.3,1.0,0.5,0.3,0.1,henryxa01,NBA,2010-2011
Damion James,201010270NJN,23,1,25,403,46,103,0,3,18,28,17,85,20,16,12,25,36,110,.447,.000,.643,16.1,4.4,3.4,0.8,0.6,0.5,jamesda01,NBA,2010-2011
Eugene Jeter,201010270MIN,27,1,62,858,106,259,6,30,37,41,9,70,162,29,2,51,54,255,.409,.200,.902,13.8,4.1,1.1,2.6,0.5,0.0,jetereu01,NBA,2010-2011
Armon Johnson,201010260POR,21,1,38,277,46,101,5,12,13,22,11,36,45,5,1,38,31,110,.455,.417,.591,7.3,2.9,0.9,1.2,0.1,0.0,johnsar02,NBA,2010-2011
Chris Johnson,201102010POR,25,1,14,138,9,21,0,0,15,20,12,32,3,3,9,10,21,33,.429,,.750,9.9,2.4,2.3,0.2,0.2,0.6,johnsch03,NBA,2010-2011
Wesley Johnson,201010270MIN,23,1,79,2069,271,682,103,289,64,92,51,240,148,58,54,95,163,709,.397,.356,.696,26.2,9.0,3.0,1.9,0.7,0.7,johnswe01,NBA,2010-2011
Dominique Jones,201010270DAL,22,1,18,135,14,45,0,4,14,17,6,25,19,5,3,10,7,42,.311,.000,.824,7.5,2.3,1.4,1.1,0.3,0.2,jonesdo02,NBA,2010-2011
Gani Lawal,201012310PHO,22,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,2.0,0.0,0.0,0.0,0.0,0.0,lawalga01,NBA,2010-2011
Jeremy Lin,201010290GSW,22,1,29,285,28,72,1,5,19,25,12,34,42,33,9,18,31,76,.389,.200,.760,9.8,2.6,1.2,1.4,1.1,0.3,linje01,NBA,2010-2011
Greg Monroe,201010300CHI,20,1,80,2222,303,550,0,1,145,233,248,601,105,93,45,81,196,751,.551,.000,.622,27.8,9.4,7.5,1.3,1.2,0.6,monrogr01,NBA,2010-2011
Timofey Mozgov,201010270TOR,24,1,45,524,63,133,0,0,37,52,46,121,15,15,25,35,84,163,.474,,.712,11.6,3.6,2.7,0.3,0.3,0.6,mozgoti01,NBA,2010-2011
Hamady N'Diaye,201010280ORL,24,1,16,80,4,5,0,0,6,12,2,7,0,2,5,3,18,14,.800,,.500,5.0,0.9,0.4,0.0,0.1,0.3,ndiayha01,NBA,2010-2011
Gary Neal,201010270SAS,26,1,80,1685,285,632,129,308,84,104,21,196,96,27,4,78,148,783,.451,.419,.808,21.1,9.8,2.5,1.2,0.3,0.1,nealga01,NBA,2010-2011
Larry Owens,201101160SAS,28,1,12,143,15,32,6,13,4,9,1,15,8,9,5,5,18,40,.469,.462,.444,11.9,3.3,1.3,0.7,0.8,0.4,owensla01,NBA,2010-2011
Patrick Patterson,201012150OKC,21,1,52,868,149,267,0,2,30,42,86,200,41,17,37,31,77,328,.558,.000,.714,16.7,6.3,3.8,0.8,0.3,0.7,pattepa01,NBA,2010-2011
Nikola Peković,201010270MIN,25,1,65,887,136,263,0,0,87,114,90,193,27,18,35,91,181,359,.517,,.763,13.6,5.5,3.0,0.4,0.3,0.5,pekovni01,NBA,2010-2011
Dexter Pittman,201104010MIN,22,1,2,11,1,3,0,0,0,0,1,3,0,0,0,2,2,2,.333,,,5.5,1.0,1.5,0.0,0.0,0.0,pittmde01,NBA,2010-2011
Quincy Pondexter,201011060MIL,22,1,66,734,73,180,18,50,24,34,23,88,28,17,10,16,63,188,.406,.360,.706,11.1,2.8,1.3,0.4,0.3,0.2,pondequ01,NBA,2010-2011
Andy Rautins,201011090MIL,24,1,5,24,3,7,1,4,1,2,0,1,3,1,0,7,0,8,.429,.250,.500,4.8,1.6,0.2,0.6,0.2,0.0,rautian01,NBA,2010-2011
Samardo Samuels,201010290TOR,22,1,37,701,110,241,0,3,68,110,75,158,17,15,18,53,88,288,.456,.000,.618,18.9,7.8,4.3,0.5,0.4,0.5,samuesa01,NBA,2010-2011
Larry Sanders,201010270NOH,22,1,60,872,116,268,0,0,28,50,59,178,16,22,72,38,117,260,.433,,.560,14.5,4.3,3.0,0.3,0.4,1.2,sandela01,NBA,2010-2011
Kevin Séraphin,201011160WAS,21,1,58,635,66,147,0,0,22,31,80,152,10,17,28,42,126,154,.449,,.710,10.9,2.7,2.6,0.2,0.3,0.5,serapke01,NBA,2010-2011
Mustafa Shakur,201101220WAS,26,1,22,159,21,59,1,10,8,15,7,22,25,5,3,18,15,51,.356,.100,.533,7.2,2.3,1.0,1.1,0.2,0.1,shakumu01,NBA,2010-2011
Garret Siler,201011030PHO,24,1,21,101,17,31,0,0,11,22,16,28,3,1,4,10,20,45,.548,,.500,4.8,2.1,1.3,0.1,0.0,0.2,silerga01,NBA,2010-2011
Ish Smith,201010260LAL,22,1,43,442,43,115,3,10,12,21,7,47,79,18,2,34,37,101,.374,.300,.571,10.3,2.3,1.1,1.8,0.4,0.0,smithis01,NBA,2010-2011
Tiago Splitter,201011010LAC,26,1,60,738,101,191,0,1,76,140,72,201,26,29,17,32,91,278,.529,.000,.543,12.3,4.6,3.4,0.4,0.5,0.3,splitti01,NBA,2010-2011
Lance Stephenson,201102270IND,20,1,12,115,13,39,0,5,11,14,1,18,21,4,0,16,14,37,.333,.000,.786,9.6,3.1,1.5,1.8,0.3,0.0,stephla01,NBA,2010-2011
Pape Sy,201104080IND,22,1,3,21,2,6,0,1,3,3,2,3,2,1,0,3,1,7,.333,.000,1.000,7.0,2.3,1.0,0.7,0.3,0.0,sypa01,NBA,2010-2011
Evan Turner,201010270PHI,22,1,78,1797,225,529,14,44,101,125,42,306,159,49,14,80,138,565,.425,.318,.808,23.0,7.2,3.9,2.0,0.6,0.2,turneev01,NBA,2010-2011
Ekpe Udoh,201012100GSW,23,1,58,1030,97,222,0,0,42,64,80,181,40,22,86,48,144,236,.437,,.656,17.8,4.1,3.1,0.7,0.4,1.5,udohek01,NBA,2010-2011
Ben Uzoh,201011150LAC,22,1,42,438,61,144,3,8,33,56,30,61,69,13,8,25,29,158,.424,.375,.589,10.4,3.8,1.5,1.6,0.3,0.2,uzohbe01,NBA,2010-2011
Greivis Vásquez,201010300MEM,24,1,70,860,95,233,25,86,34,44,12,73,151,22,4,70,83,249,.408,.291,.773,12.3,3.6,1.0,2.2,0.3,0.1,vasqugr01,NBA,2010-2011
John Wall,201010280ORL,20,1,69,2606,398,972,34,115,301,393,35,317,574,121,35,261,175,1131,.409,.296,.766,37.8,16.4,4.6,8.3,1.8,0.5,walljo01,NBA,2010-2011
Willie Warren,201011010LAC,21,1,19,134,13,35,5,15,6,8,1,12,27,6,0,8,16,37,.371,.333,.750,7.1,1.9,0.6,1.4,0.3,0.0,warrewi01,NBA,2010-2011
Hassan Whiteside,201010270MIN,21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,2.0,0.0,0.0,0.0,0.0,0.0,whiteha01,NBA,2010-2011
David Andersen,200910270POR,29,1,63,891,147,340,27,78,46,67,54,208,44,15,12,37,119,367,.432,.346,.687,14.1,5.8,3.3,0.7,0.2,0.2,anderda03,NBA,2009-2010
Antonio Anderson,201003030DEN,24,1,1,15,1,3,0,0,0,0,1,1,0,0,0,1,1,2,.333,,,15.0,2.0,1.0,0.0,0.0,0.0,anderan02,NBA,2009-2010
Jeff Ayres,200912220DAL,22,1,39,405,43,65,0,0,18,20,25,98,1,7,16,12,76,104,.662,,.900,10.4,2.7,2.5,0.0,0.2,0.4,pendeje02,NBA,2009-2010
Rodrigue Beaubois,200910300LAL,21,1,56,700,155,299,45,110,42,52,12,78,74,29,12,54,84,397,.518,.409,.808,12.5,7.1,1.4,1.3,0.5,0.2,beaubro01,NBA,2009-2010
DeJuan Blair,200910280SAS,20,1,82,1494,275,495,0,2,88,161,200,526,65,50,39,112,224,638,.556,.000,.547,18.2,7.8,6.4,0.8,0.6,0.5,blairde01,NBA,2009-2010
Jon Brockman,200910280OKC,22,1,52,654,55,103,0,0,37,62,105,213,22,15,5,23,115,147,.534,,.597,12.6,2.8,4.1,0.4,0.3,0.1,brockjo01,NBA,2009-2010
Derrick Brown,200910280BOS,22,1,57,535,68,147,2,7,48,72,31,78,19,21,10,19,53,186,.463,.286,.667,9.4,3.3,1.4,0.3,0.4,0.2,brownde04,NBA,2009-2010
Chase Budinger,200910270POR,21,1,74,1488,249,565,92,249,67,87,38,220,88,34,11,48,85,657,.441,.369,.770,20.1,8.9,3.0,1.2,0.5,0.1,budinch01,NBA,2009-2010
