Game Reference,Series
197404200MIL,Western Conference Finals
197404220CHI,Western Conference Finals
197403300BOS,Eastern Conference Semifinals
197404020BUF,Eastern Conference Semifinals
197404030BOS,Eastern Conference Semifinals
197404060BUF,Eastern Conference Semifinals
197404090BOS,Eastern Conference Semifinals
197404120BUF,Eastern Conference Semifinals
197403290NYK,Eastern Conference Semifinals
197403310CAP,Eastern Conference Semifinals
197404020NYK,Eastern Conference Semifinals
197404050CAP,Eastern Conference Semifinals
197404070NYK,Eastern Conference Semifinals
197404100CAP,Eastern Conference Semifinals
197404120NYK,Eastern Conference Semifinals
197403300CHI,Western Conference Semifinals
197404010DET,Western Conference Semifinals
197404050CHI,Western Conference Semifinals
197404070DET,Western Conference Semifinals
197404090CHI,Western Conference Semifinals
197404110DET,Western Conference Semifinals
197404130CHI,Western Conference Semifinals
197403290MIL,Western Conference Semifinals
197403310MIL,Western Conference Semifinals
197404020LAL,Western Conference Semifinals
197404040LAL,Western Conference Semifinals
197404070MIL,Western Conference Semifinals
197404300NYA,Finals
197405040NYA,Finals
197405060UTS,Finals
197405080UTS,Finals
197405100NYA,Finals
197404130NYA,Eastern Division Finals
197404150NYA,Eastern Division Finals
197404170KEN,Eastern Division Finals
197404200KEN,Eastern Division Finals
197404130UTS,Western Division Finals
197404150UTS,Western Division Finals
197404170INA,Western Division Finals
197404180INA,Western Division Finals
197404220UTS,Western Division Finals
197404250INA,Western Division Finals
197404270UTS,Western Division Finals
197404010KEN,Eastern Division Semifinals
197404050KEN,Eastern Division Semifinals
197404060CAR,Eastern Division Semifinals
197404080CAR,Eastern Division Semifinals
197403290NYA,Eastern Division Semifinals
197404010NYA,Eastern Division Semifinals
197404040VIR,Eastern Division Semifinals
197404070VIR,Eastern Division Semifinals
197404080NYA,Eastern Division Semifinals
197403300INA,Western Division Semifinals
197404010INA,Western Division Semifinals
197404030SAA,Western Division Semifinals
197404040SAA,Western Division Semifinals
197404060INA,Western Division Semifinals
197404100SAA,Western Division Semifinals
197404120INA,Western Division Semifinals
197403300UTS,Western Division Semifinals
197404010UTS,Western Division Semifinals
197404030SDA,Western Division Semifinals
197404040SDA,Western Division Semifinals
197404060UTS,Western Division Semifinals
197404080SDA,Western Division Semifinals
197505180WSB,Finals
197505200GSW,Finals
197505230GSW,Finals
197505250WSB,Finals
197504270BOS,Eastern Conference Finals
197504300WSB,Eastern Conference Finals
197505030BOS,Eastern Conference Finals
197505070WSB,Eastern Conference Finals
197505090BOS,Eastern Conference Finals
197505110WSB,Eastern Conference Finals
197504270GSW,Western Conference Finals
197504300CHI,Western Conference Finals
197505040CHI,Western Conference Finals
197505060GSW,Western Conference Finals
197505080GSW,Western Conference Finals
197505110CHI,Western Conference Finals
197505140GSW,Western Conference Finals
197504140BOS,Eastern Conference Semifinals
197504160BOS,Eastern Conference Semifinals
197504190HOU,Eastern Conference Semifinals
197504220HOU,Eastern Conference Semifinals
197504240BOS,Eastern Conference Semifinals
197504100WSB,Eastern Conference Semifinals
197504120BUF,Eastern Conference Semifinals
197504160WSB,Eastern Conference Semifinals
197504180BUF,Eastern Conference Semifinals
197504200WSB,Eastern Conference Semifinals
197504230BUF,Eastern Conference Semifinals
197504250WSB,Eastern Conference Semifinals
197504090CHI,Western Conference Semifinals
197504130KCO,Western Conference Semifinals
197504160CHI,Western Conference Semifinals
197504180KCO,Western Conference Semifinals
197504200CHI,Western Conference Semifinals
197504230KCO,Western Conference Semifinals
197504140GSW,Western Conference Semifinals
197504160GSW,Western Conference Semifinals
197504170SEA,Western Conference Semifinals
197504190SEA,Western Conference Semifinals
197504220GSW,Western Conference Semifinals
197504240SEA,Western Conference Semifinals
197504080HOU,Eastern Conference First Round
197504100NYK,Eastern Conference First Round
197504120HOU,Eastern Conference First Round
197504080SEA,Western Conference First Round
197504100DET,Western Conference First Round
197504120SEA,Western Conference First Round
197505130KEN,Finals
197505150KEN,Finals
197505170INA,Finals
197505190INA,Finals
197505220KEN,Finals
197504210KEN,Eastern Division Finals
197504230KEN,Eastern Division Finals
197504250SSL,Eastern Division Finals
197504270SSL,Eastern Division Finals
197504280KEN,Eastern Division Finals
197504200DNA,Western Division Finals
197504220DNA,Western Division Finals
197504240INA,Western Division Finals
197504250INA,Western Division Finals
197504270DNA,Western Division Finals
197504300INA,Western Division Finals
197505030DNA,Western Division Finals
197504060KEN,Eastern Division Semifinals
197504080KEN,Eastern Division Semifinals
197504100MMS,Eastern Division Semifinals
197504110MMS,Eastern Division Semifinals
197504130KEN,Eastern Division Semifinals
197504060NYA,Eastern Division Semifinals
197504090NYA,Eastern Division Semifinals
197504110SSL,Eastern Division Semifinals
197504130SSL,Eastern Division Semifinals
197504150NYA,Eastern Division Semifinals
197504060DNA,Western Division Semifinals
197504070DNA,Western Division Semifinals
197504090UTS,Western Division Semifinals
197504110UTS,Western Division Semifinals
197504120DNA,Western Division Semifinals
197504140UTS,Western Division Semifinals
197504050SAA,Western Division Semifinals
197504070SAA,Western Division Semifinals
197504100INA,Western Division Semifinals
197504120INA,Western Division Semifinals
197504140SAA,Western Division Semifinals
197504160INA,Western Division Semifinals
197605230BOS,Finals
197605270BOS,Finals
197605300PHO,Finals
197606020PHO,Finals
197606040BOS,Finals
197606060PHO,Finals
197605060BOS,Eastern Conference Finals
197605090BOS,Eastern Conference Finals
197605110CLE,Eastern Conference Finals
197605140CLE,Eastern Conference Finals
197605160BOS,Eastern Conference Finals
197605180CLE,Eastern Conference Finals
197605020GSW,Western Conference Finals
197605050GSW,Western Conference Finals
197605070PHO,Western Conference Finals
197605090PHO,Western Conference Finals
197605120GSW,Western Conference Finals
197605140PHO,Western Conference Finals
197605160GSW,Western Conference Finals
197604210BOS,Eastern Conference Semifinals
197604230BOS,Eastern Conference Semifinals
197604250BUF,Eastern Conference Semifinals
197604280BUF,Eastern Conference Semifinals
197604300BOS,Eastern Conference Semifinals
197605020BUF,Eastern Conference Semifinals
197604130CLE,Eastern Conference Semifinals
197604150WSB,Eastern Conference Semifinals
197604170CLE,Eastern Conference Semifinals
197604210WSB,Eastern Conference Semifinals
197604220CLE,Eastern Conference Semifinals
197604260WSB,Eastern Conference Semifinals
197604290CLE,Eastern Conference Semifinals
197604200GSW,Western Conference Semifinals
197604220GSW,Western Conference Semifinals
197604240DET,Western Conference Semifinals
197604260DET,Western Conference Semifinals
197604280GSW,Western Conference Semifinals
197604300DET,Western Conference Semifinals
197604130SEA,Western Conference Semifinals
197604150SEA,Western Conference Semifinals
197604180PHO,Western Conference Semifinals
197604200PHO,Western Conference Semifinals
197604250SEA,Western Conference Semifinals
197604270PHO,Western Conference Semifinals
197604150PHI,Eastern Conference First Round
197604160BUF,Eastern Conference First Round
197604180PHI,Eastern Conference First Round
197604130MIL,Western Conference First Round
197604150DET,Western Conference First Round
197604180MIL,Western Conference First Round
197605010DNA,Finals
197605040DNA,Finals
197605060NYA,Finals
197605080NYA,Finals
197605110DNA,Finals
197605130NYA,Finals
197604150DNA,Semifinals
197604170DNA,Semifinals
197604190KEN,Semifinals
197604210KEN,Semifinals
197604220DNA,Semifinals
197604250KEN,Semifinals
197604280DNA,Semifinals
197604090NYA,Semifinals
197604110NYA,Semifinals
197604140SAA,Semifinals
197604180SAA,Semifinals
197604190NYA,Semifinals
197604210SAA,Semifinals
197604240NYA,Semifinals
197604080KEN,First Round
197604100INA,First Round
197604120KEN,First Round
197705220PHI,Finals
197705260PHI,Finals
197705290POR,Finals
197705310POR,Finals
197706030PHI,Finals
197706050POR,Finals
197705050PHI,Eastern Conference Finals
197705080PHI,Eastern Conference Finals
197705110HOU,Eastern Conference Finals
197705130HOU,Eastern Conference Finals
197705150PHI,Eastern Conference Finals
197705170HOU,Eastern Conference Finals
197705060LAL,Western Conference Finals
197705080LAL,Western Conference Finals
197705100POR,Western Conference Finals
197705130POR,Western Conference Finals
197704190HOU,Eastern Conference Semifinals
197704210HOU,Eastern Conference Semifinals
197704240WSB,Eastern Conference Semifinals
197704260WSB,Eastern Conference Semifinals
197704290HOU,Eastern Conference Semifinals
197705010WSB,Eastern Conference Semifinals
197704170PHI,Eastern Conference Semifinals
197704200PHI,Eastern Conference Semifinals
197704220BOS,Eastern Conference Semifinals
197704240BOS,Eastern Conference Semifinals
197704270PHI,Eastern Conference Semifinals
197704290BOS,Eastern Conference Semifinals
197705010PHI,Eastern Conference Semifinals
197704200LAL,Western Conference Semifinals
197704220LAL,Western Conference Semifinals
197704240GSW,Western Conference Semifinals
197704260GSW,Western Conference Semifinals
197704290LAL,Western Conference Semifinals
197705010GSW,Western Conference Semifinals
197705040LAL,Western Conference Semifinals
197704200DEN,Western Conference Semifinals
197704220DEN,Western Conference Semifinals
197704240POR,Western Conference Semifinals
197704260POR,Western Conference Semifinals
197705010DEN,Western Conference Semifinals
197705020POR,Western Conference Semifinals
197704120BOS,Eastern Conference First Round
197704150SAS,Eastern Conference First Round
197704130WSB,Eastern Conference First Round
197704150CLE,Eastern Conference First Round
197704170WSB,Eastern Conference First Round
197704120GSW,Western Conference First Round
197704140DET,Western Conference First Round
197704170GSW,Western Conference First Round
197704120POR,Western Conference First Round
197704150CHI,Western Conference First Round
197704170POR,Western Conference First Round
197805210SEA,Finals
197805250WSB,Finals
197805280WSB,Finals
197805300SEA,Finals
197806020SEA,Finals
